NOME,PARTIDO,CARGO,ESTADO,CRIME
MILTON MONTI,PR,Deputado,SP,Inquérito nº 4443/2017 - STF
MISSIOŃRIO JOSÉ OL̍MPIO,PP,Deputado,SP,Inquérito nº 3989/2015 - STF
MISSIOŃRIO JOSÉ OL̍MPIO,PP,Deputado,SP,Ação civil pública nº 0424086-16.1997.8.26.0053 - TJ
NELSON MARQUEZELLI,PTB,Deputado,SP,Inquérito nº 4144/2015 - STF
NELSON MARQUEZELLI,PTB,Deputado,SP,Ação civil pública nº 0007484-05.2013.8.26.0457 - TJ
NELSON MARQUEZELLI,PTB,Deputado,SP,Ação civil pública nº 1000767-42.2015.8.26.0601 - TJ
PAULINHO DA FORÇA,SD,Deputado,SP,Ação civil pública nº 0004629-82.2002.4.03.6125 - TRF
PAULO MALUF,PP,Deputado,SP,Ação civil pública nº 0017879-61.2000.8.26.0053 - TJ
PAULO MALUF,PP,Deputado,SP,ApelAção nº 9126093-26.1998.8.26.0000 - TJ
PAULO MALUF,PP,Deputado,SP,Processos nº 0009831-16.2000.8.26.0053 - TJ
PAULO MALUF,PP,Deputado,SP,Ação civil pública nº 0012667-37.1997.4.03.6100 - TRF
ROBERTO ALVES,PRB,Deputado,SP,Inquérito nº 4127/2015 - STF
RODRIGO GARCIA,DEM,Deputado,SP,Inquérito nº 4.420/2017 - STF
VICENTE CÂNDIDO,PT,Deputado,SP,Agravo de instrumento nº 4448/2003 - TSE
VICENTE CÂNDIDO,PT,Deputado,SP,Inquérito nº 4138/2015 - STF
VICENTE CÂNDIDO,PT,Deputado,SP,Inquérito nº 4.448/2017 - STF
VITOR LIPPI,PSDB,Deputado,SP,Ação civil de improbidade administrativa nº 0058174-59.2011.8.26.0602 - TJ
VITOR LIPPI,PSDB,Deputado,SP,Processos nº 1000446-04.2015.8.26.0602 - TJ
ANDRÉ MOURA,PSC,Deputado,SE,Ação penal nº 974/2016 - STF
ANDRÉ MOURA,PSC,Deputado,SE,Ação penal nº 973/2016 - STF
ANDRÉ MOURA,PSC,Deputado,SE,Ação penal nº 969/2015 - STF
ANDRÉ MOURA,PSC,Deputado,SE,Inquérito nº 3905/2014 - STF
ANDRÉ MOURA,PSC,Deputado,SE,Inquérito nº 3594/2013 - STF
ANDRÉ MOURA,PSC,Deputado,SE,Ação civil pública nº 0000572-22.2007.8.25.0039 - TJ
CESAR HALUM,PRB,Deputado,TO,Inquérito nº 3611/2013 - STF
CESAR HALUM,PRB,Deputado,TO,Ação civil pública nº 500056770.2006.827.2729 - TJ
IRAJ́ ABREU,PSD,Deputado,TO,Processos nº 0002224-24.2012.4.01.4300 - TRF
JOSI NUNES,PMDB,Deputado,TO,Ação civil pública nº 5000567-70.2006.827.2729 - TJ
LÁZARO BOTELHO,PP,Deputado,TO,Inquérito nº 3989/2015 - STF
